year,week,date,farm_name,all_lep
2001,24,2001-06-16,Glacier,6
2001,24,2001-06-16,Glacier,9
2001,24,2001-06-16,Glacier,21
2001,24,2001-06-16,Glacier,14
2001,24,2001-06-16,Glacier,21
2001,24,2001-06-16,Glacier,13
2001,24,2001-06-16,Glacier,1
2001,24,2001-06-16,Glacier,2
2001,24,2001-06-16,Glacier,5
2001,24,2001-06-16,Glacier,8
2001,24,2001-06-16,Glacier,14
2001,24,2001-06-16,Glacier,19
2001,24,2001-06-16,Glacier,5
2001,24,2001-06-16,Glacier,12
2001,24,2001-06-16,Glacier,15
2001,24,2001-06-16,Glacier,5
2001,24,2001-06-16,Glacier,12
2001,24,2001-06-16,Glacier,7
2001,24,2001-06-16,Glacier,3
2001,24,2001-06-16,Glacier,11
2001,24,2001-06-16,Glacier,1
2001,24,2001-06-16,Glacier,5
2001,24,2001-06-16,Glacier,10
2001,24,2001-06-16,Glacier,9
2001,24,2001-06-16,Glacier,3
2001,24,2001-06-16,Glacier,5
2001,24,2001-06-16,Glacier,35
2001,24,2001-06-16,Glacier,9
2001,24,2001-06-16,Glacier,6
2001,24,2001-06-16,Glacier,9
2001,24,2001-06-16,Glacier,5
2001,24,2001-06-16,Glacier,2
2001,24,2001-06-16,Glacier,1
2001,24,2001-06-16,Glacier,12
2001,24,2001-06-16,Glacier,9
2001,24,2001-06-16,Glacier,5
2001,24,2001-06-16,Glacier,5
2001,24,2001-06-16,Glacier,6
2001,24,2001-06-16,Glacier,12
2001,24,2001-06-16,Glacier,12
2001,24,2001-06-16,Glacier,9
2001,24,2001-06-16,Glacier,14
2001,24,2001-06-16,Glacier,5
2001,24,2001-06-16,Glacier,20
2001,24,2001-06-16,Glacier,8
2001,24,2001-06-16,Glacier,20
2001,24,2001-06-16,Glacier,3
2001,24,2001-06-16,Glacier,4
2001,24,2001-06-16,Glacier,1
2001,25,2001-06-23,Burdwood,13
2001,25,2001-06-23,Burdwood,8
2001,25,2001-06-23,Burdwood,44
2001,25,2001-06-23,Burdwood,27
2001,25,2001-06-23,Burdwood,4
2001,25,2001-06-23,Burdwood,23
2001,25,2001-06-23,Burdwood,32
2001,25,2001-06-23,Burdwood,28
2001,25,2001-06-23,Burdwood,14
2001,25,2001-06-23,Burdwood,8
2001,25,2001-06-23,Burdwood,0
2001,25,2001-06-24,Burdwood,20
2001,25,2001-06-24,Burdwood,6
2001,25,2001-06-24,Burdwood,4
2001,25,2001-06-24,Burdwood,10
2001,25,2001-06-24,Burdwood,19
2001,25,2001-06-24,Burdwood,12
2001,25,2001-06-24,Burdwood,6
2001,25,2001-06-24,Burdwood,18
2001,25,2001-06-24,Burdwood,8
2001,25,2001-06-24,Burdwood,16
2001,25,2001-06-24,Burdwood,7
2001,25,2001-06-24,Burdwood,11
2001,26,2001-06-25,Burdwood,2
2001,26,2001-06-25,Burdwood,4
2001,26,2001-06-25,Burdwood,2
2001,26,2001-06-25,Burdwood,3
2001,26,2001-06-25,Burdwood,5
2001,26,2001-06-26,Glacier,23
2001,26,2001-06-26,Glacier,12
2001,26,2001-06-26,Glacier,16
2001,26,2001-06-26,Glacier,12
2001,26,2001-06-26,Glacier,12
2001,26,2001-06-26,Glacier,1
2001,26,2001-06-26,Glacier,27
2001,26,2001-06-26,Glacier,18
2001,26,2001-06-28,Glacier,6
2001,26,2001-06-28,Glacier,3
2001,26,2001-06-28,Glacier,7
2001,26,2001-06-28,Glacier,43
2001,26,2001-06-28,Glacier,15
2001,26,2001-06-28,Glacier,13
2001,26,2001-06-28,Glacier,8
2001,26,2001-06-28,Glacier,12
2001,26,2001-06-28,Glacier,4
2001,26,2001-06-28,Glacier,16
2001,26,2001-06-28,Glacier,7
2001,26,2001-06-28,Glacier,26
2001,26,2001-06-28,Glacier,4
2001,26,2001-06-28,Glacier,23
2001,26,2001-06-28,Glacier,14
2001,26,2001-06-28,Glacier,19
2001,26,2001-06-28,Glacier,4
2001,26,2001-06-28,Glacier,26
2001,26,2001-06-28,Glacier,21
2001,26,2001-06-28,Glacier,6
2001,26,2001-06-28,Glacier,3
2001,26,2001-06-28,Glacier,23
2001,26,2001-06-28,Glacier,6
2001,26,2001-06-28,Glacier,8
2001,26,2001-06-28,Glacier,16
2001,26,2001-06-28,Glacier,16
2001,26,2001-06-28,Glacier,25
2001,26,2001-06-28,Glacier,29
2001,26,2001-06-28,Glacier,19
2001,26,2001-06-28,Glacier,14
2001,26,2001-06-28,Glacier,3
2001,26,2001-06-28,Glacier,19
2001,26,2001-06-28,Glacier,2
2001,26,2001-06-28,Glacier,35
2001,26,2001-06-28,Glacier,18
2001,26,2001-06-28,Glacier,53
2001,26,2001-06-28,Glacier,25
2001,26,2001-06-28,Glacier,19
2001,26,2001-06-28,Glacier,20
2001,26,2001-06-28,Glacier,15
2001,26,2001-06-28,Glacier,16
2001,26,2001-06-28,Glacier,11
2001,26,2001-06-28,Glacier,14
2001,26,2001-06-28,Glacier,4
2001,26,2001-06-28,Glacier,2
2001,26,2001-06-28,Glacier,28
2001,26,2001-06-28,Glacier,17
2001,26,2001-06-28,Glacier,20
2001,26,2001-06-28,Glacier,27
2001,26,2001-06-28,Glacier,40
2001,26,2001-06-28,Glacier,10
2001,26,2001-06-28,Glacier,0
2001,26,2001-06-28,Glacier,8
2001,26,2001-06-28,Glacier,16
2001,26,2001-06-28,Glacier,4
2001,26,2001-06-28,Glacier,6
2001,26,2001-06-28,Glacier,30
2001,26,2001-06-28,Glacier,9
2001,26,2001-06-28,Glacier,4
2001,26,2001-06-28,Glacier,5
2001,26,2001-06-28,Glacier,6
2001,26,2001-06-28,Glacier,10
2001,26,2001-06-28,Glacier,36
2001,26,2001-06-28,Glacier,4
2001,26,2001-06-28,Glacier,2
2001,26,2001-06-28,Glacier,2
2001,26,2001-06-28,Glacier,11
2001,26,2001-06-28,Glacier,51
2001,26,2001-06-28,Glacier,12
2001,26,2001-06-28,Glacier,48
2001,26,2001-06-28,Glacier,10
2001,26,2001-06-28,Glacier,11
2001,26,2001-06-28,Glacier,2
2001,26,2001-06-28,Glacier,5
2001,26,2001-06-28,Glacier,12
2001,26,2001-06-28,Glacier,6
2001,26,2001-06-29,Burdwood,0
2001,26,2001-06-29,Burdwood,5
2001,26,2001-06-29,Burdwood,10
2001,26,2001-06-29,Burdwood,23
2001,26,2001-06-29,Burdwood,6
2001,26,2001-06-29,Burdwood,3
2001,26,2001-06-29,Burdwood,7
2001,26,2001-06-29,Burdwood,3
2001,26,2001-06-29,Burdwood,3
2001,26,2001-06-29,Burdwood,6
2001,26,2001-06-29,Burdwood,21
2001,26,2001-06-29,Burdwood,8
2001,26,2001-06-30,Burdwood,9
2001,26,2001-06-30,Burdwood,36
2001,26,2001-06-30,Burdwood,8
2001,28,2001-07-13,Burdwood,2
2001,28,2001-07-13,Burdwood,7
2001,28,2001-07-15,Glacier,2
2001,29,2001-07-16,Burdwood,12
2001,30,2001-07-29,Wicklow,3
2001,30,2001-07-29,Wicklow,0
2001,30,2001-07-29,Wicklow,3
2001,30,2001-07-29,Wicklow,3
2001,30,2001-07-29,Wicklow,2
2001,30,2001-07-29,Wicklow,5
2001,30,2001-07-29,Wicklow,2
2001,30,2001-07-29,Wicklow,1
2001,30,2001-07-29,Wicklow,1
2001,30,2001-07-29,Wicklow,1
2001,30,2001-07-29,Wicklow,1
2001,30,2001-07-29,Wicklow,4
2001,30,2001-07-29,Wicklow,1
2001,30,2001-07-29,Wicklow,1
2001,30,2001-07-29,Wicklow,0
2001,30,2001-07-29,Wicklow,2
2001,30,2001-07-29,Wicklow,2
2001,30,2001-07-29,Wicklow,10
2001,30,2001-07-29,Wicklow,2
2001,30,2001-07-29,Wicklow,1
2001,30,2001-07-29,Wicklow,2
2001,30,2001-07-29,Wicklow,3
2001,30,2001-07-29,Wicklow,3
2001,33,2001-08-15,Wicklow,1
2001,33,2001-08-15,Wicklow,13
2001,33,2001-08-15,Wicklow,9
2001,33,2001-08-15,Wicklow,4
2001,33,2001-08-15,Wicklow,5
2001,33,2001-08-15,Wicklow,3
2001,33,2001-08-15,Wicklow,2
2001,33,2001-08-16,Wicklow,1
2001,33,2001-08-16,Wicklow,0
2002,16,2002-04-18,Burdwood,1
2002,16,2002-04-18,Burdwood,1
2002,16,2002-04-18,Burdwood,4
2002,16,2002-04-18,Burdwood,6
2002,16,2002-04-18,Burdwood,3
2002,16,2002-04-18,Burdwood,1
2002,16,2002-04-18,Burdwood,0
2002,16,2002-04-18,Burdwood,2
2002,16,2002-04-18,Burdwood,3
2002,16,2002-04-18,Burdwood,0
2002,16,2002-04-18,Burdwood,5
2002,16,2002-04-18,Glacier,5
2002,16,2002-04-18,Wicklow,1
2002,16,2002-04-18,Wicklow,1
2002,16,2002-04-18,Wicklow,0
2002,16,2002-04-18,Wicklow,6
2002,16,2002-04-18,Wicklow,6
2002,16,2002-04-19,Burdwood,8
2002,16,2002-04-19,Burdwood,1
2002,16,2002-04-19,Burdwood,1
2002,16,2002-04-19,Burdwood,2
2002,16,2002-04-19,Burdwood,9
2002,16,2002-04-19,Burdwood,0
2002,16,2002-04-19,Burdwood,4
2002,16,2002-04-19,Burdwood,2
2002,16,2002-04-19,Burdwood,6
2002,16,2002-04-19,Glacier,0
2002,16,2002-04-19,Glacier,3
2002,16,2002-04-19,Glacier,0
2002,16,2002-04-19,Glacier,0
2002,16,2002-04-19,Glacier,1
2002,16,2002-04-19,Glacier,1
2002,16,2002-04-19,Glacier,1
2002,16,2002-04-19,Glacier,1
2002,16,2002-04-19,Glacier,0
2002,16,2002-04-19,Glacier,0
2002,16,2002-04-19,Glacier,1
2002,16,2002-04-19,Glacier,2
2002,16,2002-04-19,Glacier,5
2002,16,2002-04-19,Glacier,3
2002,16,2002-04-19,Glacier,4
2002,16,2002-04-19,Glacier,1
2002,16,2002-04-19,Glacier,7
2002,16,2002-04-19,Glacier,1
2002,16,2002-04-19,Glacier,4
2002,16,2002-04-19,Glacier,1
2002,16,2002-04-19,Wicklow,0
2002,16,2002-04-19,Wicklow,2
2002,16,2002-04-19,Wicklow,7
2002,16,2002-04-19,Wicklow,4
2002,16,2002-04-19,Wicklow,4
2002,16,2002-04-19,Wicklow,0
2002,16,2002-04-19,Wicklow,0
2002,16,2002-04-19,Wicklow,7
2002,16,2002-04-19,Wicklow,3
2002,16,2002-04-19,Wicklow,1
2002,16,2002-04-19,Wicklow,4
2002,16,2002-04-19,Wicklow,1
2002,16,2002-04-19,Wicklow,0
2002,17,2002-04-25,Glacier,0
2002,17,2002-04-25,Glacier,2
2002,17,2002-04-25,Glacier,2
2002,17,2002-04-25,Glacier,1
2002,17,2002-04-25,Glacier,0
2002,17,2002-04-25,Glacier,2
2002,17,2002-04-25,Glacier,2
2002,17,2002-04-25,Glacier,3
2002,17,2002-04-25,Glacier,3
2002,17,2002-04-25,Glacier,2
2002,17,2002-04-25,Glacier,3
2002,17,2002-04-25,Glacier,4
2002,17,2002-04-25,Glacier,0
2002,17,2002-04-25,Glacier,8
2002,17,2002-04-25,Glacier,2
2002,17,2002-04-25,Glacier,4
2002,17,2002-04-25,Glacier,1
2002,17,2002-04-25,Glacier,1
2002,17,2002-04-25,Glacier,3
2002,17,2002-04-25,Glacier,4
2002,17,2002-04-26,Burdwood,1
2002,17,2002-04-26,Burdwood,2
2002,17,2002-04-26,Burdwood,6
2002,17,2002-04-26,Burdwood,1
2002,17,2002-04-26,Burdwood,5
2002,17,2002-04-26,Burdwood,3
2002,17,2002-04-26,Burdwood,1
2002,17,2002-04-26,Burdwood,4
2002,17,2002-04-26,Burdwood,4
2002,17,2002-04-26,Burdwood,2
2002,17,2002-04-26,Burdwood,1
2002,17,2002-04-26,Burdwood,2
2002,17,2002-04-26,Burdwood,1
2002,17,2002-04-26,Burdwood,4
2002,17,2002-04-26,Burdwood,3
2002,17,2002-04-26,Burdwood,5
2002,17,2002-04-26,Burdwood,2
2002,17,2002-04-26,Burdwood,1
2002,17,2002-04-26,Burdwood,2
2002,17,2002-04-26,Burdwood,2
2002,17,2002-04-26,Burdwood,3
2002,17,2002-04-26,Burdwood,3
2002,17,2002-04-26,Wicklow,9
2002,17,2002-04-26,Wicklow,13
2002,17,2002-04-26,Wicklow,1
2002,17,2002-04-26,Wicklow,9
2002,17,2002-04-26,Wicklow,4
2002,17,2002-04-26,Wicklow,2
2002,17,2002-04-26,Wicklow,10
2002,17,2002-04-26,Wicklow,3
2002,17,2002-04-26,Wicklow,9
2002,17,2002-04-26,Wicklow,12
2002,17,2002-04-26,Wicklow,6
2002,17,2002-04-26,Wicklow,4
2002,17,2002-04-26,Wicklow,3
2002,17,2002-04-26,Wicklow,6
2002,17,2002-04-26,Wicklow,2
2002,17,2002-04-26,Wicklow,7
2002,17,2002-04-26,Wicklow,5
2002,17,2002-04-26,Wicklow,6
2002,17,2002-04-26,Wicklow,14
2002,17,2002-04-26,Wicklow,12
2002,17,2002-04-26,Wicklow,10
2002,18,2002-05-01,Glacier,0
2002,18,2002-05-01,Glacier,0
2002,18,2002-05-01,Glacier,0
2002,18,2002-05-01,Glacier,0
2002,18,2002-05-01,Glacier,0
2002,18,2002-05-01,Glacier,0
2002,18,2002-05-01,Glacier,0
2002,18,2002-05-01,Glacier,7
2002,18,2002-05-01,Glacier,1
2002,18,2002-05-01,Glacier,4
2002,18,2002-05-01,Glacier,9
2002,18,2002-05-01,Glacier,6
2002,18,2002-05-01,Glacier,4
2002,18,2002-05-01,Glacier,3
2002,18,2002-05-01,Glacier,6
2002,18,2002-05-01,Glacier,3
2002,18,2002-05-01,Glacier,2
2002,18,2002-05-01,Glacier,2
2002,18,2002-05-01,Glacier,5
2002,18,2002-05-01,Glacier,1
2002,18,2002-05-01,Glacier,3
2002,18,2002-05-03,Burdwood,0
2002,18,2002-05-03,Burdwood,0
2002,18,2002-05-03,Burdwood,0
2002,18,2002-05-03,Burdwood,0
2002,18,2002-05-03,Burdwood,2
2002,18,2002-05-03,Burdwood,0
2002,18,2002-05-03,Burdwood,4
2002,18,2002-05-03,Burdwood,3
2002,18,2002-05-03,Burdwood,1
2002,18,2002-05-03,Burdwood,0
2002,18,2002-05-03,Burdwood,0
2002,18,2002-05-03,Burdwood,2
2002,18,2002-05-03,Burdwood,3
2002,18,2002-05-03,Burdwood,2
2002,18,2002-05-03,Burdwood,2
2002,18,2002-05-03,Burdwood,0
2002,18,2002-05-03,Burdwood,4
2002,18,2002-05-03,Burdwood,1
2002,18,2002-05-03,Burdwood,4
2002,18,2002-05-03,Burdwood,6
2002,18,2002-05-03,Burdwood,4
2002,18,2002-05-03,Burdwood,9
2002,18,2002-05-03,Wicklow,0
2002,18,2002-05-03,Wicklow,3
2002,18,2002-05-03,Wicklow,1
2002,18,2002-05-03,Wicklow,0
2002,18,2002-05-03,Wicklow,1
2002,18,2002-05-03,Wicklow,0
2002,18,2002-05-03,Wicklow,1
2002,18,2002-05-03,Wicklow,2
2002,18,2002-05-03,Wicklow,1
2002,18,2002-05-03,Wicklow,4
2002,18,2002-05-03,Wicklow,2
2002,18,2002-05-03,Wicklow,4
2002,18,2002-05-03,Wicklow,0
2002,18,2002-05-03,Wicklow,4
2002,18,2002-05-03,Wicklow,4
2002,18,2002-05-03,Wicklow,2
2002,18,2002-05-03,Wicklow,7
2002,18,2002-05-03,Wicklow,1
2002,18,2002-05-03,Wicklow,1
2002,19,2002-05-07,Burdwood,7
2002,19,2002-05-07,Burdwood,8
2002,19,2002-05-07,Burdwood,4
2002,19,2002-05-07,Burdwood,4
2002,19,2002-05-07,Burdwood,9
2002,19,2002-05-07,Burdwood,8
2002,19,2002-05-07,Burdwood,4
2002,19,2002-05-07,Burdwood,3
2002,19,2002-05-07,Burdwood,4
2002,19,2002-05-07,Burdwood,5
2002,19,2002-05-07,Burdwood,11
2002,19,2002-05-07,Burdwood,6
2002,19,2002-05-07,Burdwood,4
2002,19,2002-05-07,Burdwood,3
2002,19,2002-05-07,Burdwood,6
2002,19,2002-05-07,Burdwood,3
2002,19,2002-05-07,Burdwood,7
2002,19,2002-05-07,Burdwood,4
2002,19,2002-05-07,Burdwood,11
2002,19,2002-05-07,Burdwood,2
2002,19,2002-05-07,Glacier,6
2002,19,2002-05-07,Glacier,6
2002,19,2002-05-07,Glacier,3
2002,19,2002-05-07,Glacier,5
2002,19,2002-05-07,Glacier,3
2002,19,2002-05-07,Glacier,7
2002,19,2002-05-07,Glacier,5
2002,19,2002-05-07,Glacier,6
2002,19,2002-05-07,Glacier,6
2002,19,2002-05-07,Glacier,8
2002,19,2002-05-07,Glacier,1
2002,19,2002-05-07,Glacier,5
2002,19,2002-05-07,Glacier,3
2002,19,2002-05-07,Glacier,4
2002,19,2002-05-07,Glacier,3
2002,19,2002-05-07,Glacier,1
2002,19,2002-05-07,Glacier,0
2002,19,2002-05-07,Glacier,8
2002,19,2002-05-07,Glacier,8
2002,19,2002-05-07,Glacier,6
2002,19,2002-05-07,Glacier,9
2002,19,2002-05-09,Wicklow,1
2002,19,2002-05-09,Wicklow,2
2002,19,2002-05-09,Wicklow,1
2002,19,2002-05-09,Wicklow,2
2002,19,2002-05-09,Wicklow,3
2002,19,2002-05-09,Wicklow,1
2002,19,2002-05-09,Wicklow,2
2002,19,2002-05-09,Wicklow,5
2002,19,2002-05-09,Wicklow,1
2002,19,2002-05-09,Wicklow,2
2002,19,2002-05-09,Wicklow,2
2002,19,2002-05-09,Wicklow,1
2002,19,2002-05-09,Wicklow,2
2002,19,2002-05-09,Wicklow,2
2002,19,2002-05-09,Wicklow,0
2002,19,2002-05-09,Wicklow,4
2002,19,2002-05-09,Wicklow,2
2002,19,2002-05-09,Wicklow,4
2002,19,2002-05-09,Wicklow,0
2002,19,2002-05-09,Wicklow,3
2002,19,2002-05-09,Wicklow,1
2002,19,2002-05-09,Wicklow,1
2002,19,2002-05-09,Wicklow,1
2002,21,2002-05-26,Glacier,3
2002,21,2002-05-26,Glacier,4
2002,21,2002-05-26,Glacier,2
2002,21,2002-05-26,Glacier,5
2002,21,2002-05-26,Glacier,2
2002,21,2002-05-26,Glacier,3
2002,21,2002-05-26,Glacier,8
2002,21,2002-05-26,Glacier,5
2002,21,2002-05-26,Glacier,0
2002,21,2002-05-26,Glacier,3
2002,21,2002-05-26,Glacier,5
2002,21,2002-05-26,Glacier,11
2002,21,2002-05-26,Glacier,10
2002,21,2002-05-26,Glacier,3
2002,21,2002-05-26,Glacier,1
2002,21,2002-05-26,Glacier,3
2002,21,2002-05-26,Glacier,1
2002,21,2002-05-26,Glacier,7
2002,21,2002-05-26,Glacier,7
2002,21,2002-05-26,Glacier,1
2002,21,2002-05-26,Wicklow,4
2002,21,2002-05-26,Wicklow,7
2002,21,2002-05-26,Wicklow,3
2002,21,2002-05-26,Wicklow,7
2002,21,2002-05-26,Wicklow,9
2002,21,2002-05-26,Wicklow,7
2002,21,2002-05-26,Wicklow,8
2002,21,2002-05-26,Wicklow,6
2002,21,2002-05-26,Wicklow,3
2002,21,2002-05-26,Wicklow,5
2002,21,2002-05-26,Wicklow,5
2002,21,2002-05-26,Wicklow,3
2002,21,2002-05-26,Wicklow,3
2002,21,2002-05-26,Wicklow,6
2002,21,2002-05-26,Wicklow,7
2002,21,2002-05-26,Wicklow,13
2002,21,2002-05-26,Wicklow,8
2002,21,2002-05-26,Wicklow,5
2002,21,2002-05-26,Wicklow,3
2002,21,2002-05-26,Wicklow,6
2002,22,2002-06-01,Burdwood,6
2002,22,2002-06-01,Burdwood,6
2002,22,2002-06-01,Burdwood,5
2002,22,2002-06-01,Burdwood,4
2002,22,2002-06-01,Burdwood,9
2002,22,2002-06-01,Burdwood,4
2002,22,2002-06-01,Burdwood,4
2002,22,2002-06-01,Burdwood,10
2002,22,2002-06-01,Burdwood,8
2002,22,2002-06-01,Burdwood,12
2002,22,2002-06-01,Burdwood,5
2002,22,2002-06-01,Burdwood,6
2002,22,2002-06-01,Burdwood,8
2002,22,2002-06-01,Burdwood,12
2002,22,2002-06-01,Burdwood,6
2002,22,2002-06-01,Burdwood,16
2002,22,2002-06-01,Burdwood,12
2002,22,2002-06-01,Burdwood,1
2002,22,2002-06-01,Burdwood,12
2002,22,2002-06-01,Burdwood,6
2002,22,2002-06-01,Burdwood,18
2002,22,2002-06-01,Glacier,0
2002,22,2002-06-01,Glacier,2
2002,22,2002-06-01,Glacier,9
2002,22,2002-06-01,Glacier,4
2002,22,2002-06-01,Glacier,3
2002,22,2002-06-01,Glacier,5
2002,22,2002-06-01,Glacier,2
2002,22,2002-06-01,Glacier,5
2002,22,2002-06-01,Glacier,3
2002,22,2002-06-01,Glacier,6
2002,22,2002-06-01,Glacier,6
2002,22,2002-06-01,Glacier,3
2002,22,2002-06-01,Glacier,3
2002,22,2002-06-01,Glacier,2
2002,22,2002-06-01,Glacier,3
2002,22,2002-06-01,Glacier,3
2002,22,2002-06-01,Glacier,3
2002,22,2002-06-01,Glacier,1
2002,22,2002-06-01,Glacier,6
2002,22,2002-06-01,Glacier,4
2002,22,2002-06-01,Glacier,4
2002,22,2002-06-02,Wicklow,1
2002,22,2002-06-02,Wicklow,3
2002,22,2002-06-02,Wicklow,13
2002,22,2002-06-02,Wicklow,10
2002,22,2002-06-02,Wicklow,11
2002,22,2002-06-02,Wicklow,11
2002,22,2002-06-02,Wicklow,4
2002,22,2002-06-02,Wicklow,1
2002,22,2002-06-02,Wicklow,1
2002,22,2002-06-02,Wicklow,9
2002,22,2002-06-02,Wicklow,9
2002,22,2002-06-02,Wicklow,32
2002,22,2002-06-02,Wicklow,13
2002,22,2002-06-02,Wicklow,14
2002,22,2002-06-02,Wicklow,19
2002,22,2002-06-02,Wicklow,8
2002,22,2002-06-02,Wicklow,6
2002,22,2002-06-02,Wicklow,3
2002,22,2002-06-02,Wicklow,13
2002,23,2002-06-07,Wicklow,5
2002,23,2002-06-07,Wicklow,4
2002,23,2002-06-07,Wicklow,5
2002,23,2002-06-07,Wicklow,6
2002,23,2002-06-07,Wicklow,9
2002,23,2002-06-07,Wicklow,3
2002,23,2002-06-07,Wicklow,4
2002,23,2002-06-07,Wicklow,7
2002,23,2002-06-07,Wicklow,7
2002,23,2002-06-07,Wicklow,7
2002,23,2002-06-07,Wicklow,5
2002,23,2002-06-07,Wicklow,2
2002,23,2002-06-07,Wicklow,6
2002,23,2002-06-07,Wicklow,5
2002,23,2002-06-07,Wicklow,5
2002,23,2002-06-07,Wicklow,7
2002,23,2002-06-07,Wicklow,1
2002,23,2002-06-07,Wicklow,6
2002,23,2002-06-07,Wicklow,6
2002,23,2002-06-07,Wicklow,6
2002,23,2002-06-07,Wicklow,8
2002,23,2002-06-07,Wicklow,12
2002,23,2002-06-07,Wicklow,4
2002,23,2002-06-08,Burdwood,5
2002,23,2002-06-08,Burdwood,3
2002,23,2002-06-08,Burdwood,7
2002,23,2002-06-08,Burdwood,8
2002,23,2002-06-08,Burdwood,6
2002,23,2002-06-08,Burdwood,14
2002,23,2002-06-08,Burdwood,15
2002,23,2002-06-08,Burdwood,3
2002,23,2002-06-08,Burdwood,13
2002,23,2002-06-08,Burdwood,7
2002,23,2002-06-08,Burdwood,20
2002,23,2002-06-08,Burdwood,8
2002,23,2002-06-08,Burdwood,21
2002,23,2002-06-08,Burdwood,27
2002,23,2002-06-08,Burdwood,17
2002,23,2002-06-08,Burdwood,11
2002,23,2002-06-08,Burdwood,8
2002,23,2002-06-08,Burdwood,3
2002,23,2002-06-08,Burdwood,10
2002,23,2002-06-08,Burdwood,7
2002,23,2002-06-08,Burdwood,9
2002,23,2002-06-08,Burdwood,9
2002,23,2002-06-08,Burdwood,8
2002,23,2002-06-08,Burdwood,8
2002,23,2002-06-08,Burdwood,8
2002,23,2002-06-08,Burdwood,24
2002,23,2002-06-08,Burdwood,11
2002,23,2002-06-08,Glacier,1
2002,23,2002-06-08,Glacier,1
2002,23,2002-06-08,Glacier,5
2002,23,2002-06-08,Glacier,6
2002,23,2002-06-08,Glacier,5
2002,23,2002-06-08,Glacier,6
2002,23,2002-06-08,Glacier,1
2002,23,2002-06-08,Glacier,4
2002,23,2002-06-08,Glacier,1
2002,23,2002-06-08,Glacier,0
2002,23,2002-06-08,Glacier,9
2002,23,2002-06-08,Glacier,11
2002,23,2002-06-08,Glacier,3
2002,23,2002-06-08,Glacier,9
2002,23,2002-06-08,Glacier,6
2002,23,2002-06-08,Glacier,1
2002,23,2002-06-08,Glacier,5
2002,23,2002-06-08,Glacier,6
2002,23,2002-06-08,Glacier,2
2002,23,2002-06-08,Glacier,9
2002,23,2002-06-09,Wicklow,6
2002,23,2002-06-09,Wicklow,12
2002,23,2002-06-09,Wicklow,8
2002,23,2002-06-09,Wicklow,9
2002,23,2002-06-09,Wicklow,5
2002,23,2002-06-09,Wicklow,12
2002,23,2002-06-09,Wicklow,5
2002,23,2002-06-09,Wicklow,10
2002,23,2002-06-09,Wicklow,12
2002,23,2002-06-09,Wicklow,6
2002,23,2002-06-09,Wicklow,10
2002,23,2002-06-09,Wicklow,13
2002,23,2002-06-09,Wicklow,8
2002,23,2002-06-09,Wicklow,8
2002,23,2002-06-09,Wicklow,7
2002,23,2002-06-09,Wicklow,12
2002,23,2002-06-09,Wicklow,7
2002,23,2002-06-09,Wicklow,21
2002,23,2002-06-09,Wicklow,7
2002,23,2002-06-09,Wicklow,34
2002,23,2002-06-09,Wicklow,14
2002,23,2002-06-09,Wicklow,9
2002,24,2002-06-15,Burdwood,4
2002,24,2002-06-15,Burdwood,16
2002,24,2002-06-15,Burdwood,6
2002,24,2002-06-15,Burdwood,2
