lep_av,cal_av,farm,year,month
0.133333333333333,0.183333333333333,Burdwood,2007,3
0.1,0.05,Burdwood,2007,4
0.633333333333333,0.0333333333333333,Burdwood,2007,5
0.333333333333333,0.0166666666666667,Burdwood,2007,6
0.05,0,Burdwood,2007,7
0.15,0,Burdwood,2007,8
0.283333333333333,0.0166666666666667,Burdwood,2007,9
0.45,0.05,Burdwood,2007,10
0.233333333333333,0,Burdwood,2007,11
0.266666666666667,0,Burdwood,2007,12
0.566666666666667,0.116666666666667,Burdwood,2008,1
1.33333333333333,0.316666666666667,Burdwood,2008,2
0.0666666666666667,0.0166666666666667,Burdwood,2008,4
0.0166666666666667,0,Burdwood,2008,5
0,0,Burdwood,2008,6
0.05,0,Burdwood,2008,7
0.0666666666666667,0,Burdwood,2008,8
0.333333333333333,0.0666666666666667,Burdwood,2008,9
0.416666666666667,0,Burdwood,2008,10
0.6,0,Burdwood,2008,11
0.05,0,Burdwood,2009,5
0,0,Burdwood,2009,6
0.0166666666666667,0,Burdwood,2009,7
0.05,0.15,Burdwood,2009,8
1.36666666666667,0.0666666666666667,Burdwood,2009,9
1.58333333333333,0.366666666666667,Burdwood,2009,10
2.03333333333333,0.566666666666667,Burdwood,2009,11
1.58333333333333,1.13333333333333,Burdwood,2009,12
0.466666666666667,0.2,Burdwood,2010,1
0.133333333333333,0.0166666666666667,Burdwood,2010,2
0.133333333333333,0.0166666666666667,Burdwood,2010,3
0.116666666666667,0.183333333333333,Burdwood,2010,4
0.366666666666667,0.383333333333333,Burdwood,2010,5
0.9,0.633333333333333,Burdwood,2010,6
0.533333333333333,0.15,Burdwood,2010,7
0.216666666666667,0.0777777777777778,Burdwood,2010,11
1.33,1.42,Burdwood,2010,12
2.01666666666667,0.433333333333333,Burdwood,2011,1
0.1,0.0166666666666667,Burdwood,2011,2
0.2,0,Burdwood,2011,3
0.133333333333333,0,Burdwood,2011,4
0.0833333333333333,0.305555555555556,Burdwood,2011,5
0.127272727272727,0.204545454545455,Burdwood,2011,6
0.105555555555556,0.0555555555555556,Burdwood,2011,7
0.0527777777777778,0.0333333333333333,Burdwood,2011,8
0.216666666666667,0.05,Burdwood,2011,9
0.5,0,Burdwood,2011,10
1.73125,0.66875,Burdwood,2012,2
0.353571428571429,0.0785714285714286,Burdwood,2012,3
0.308333333333333,0.0333333333333333,Burdwood,2012,4
0.0857142857142857,0.45,Burdwood,2012,5
0.333333333333333,0.0166666666666667,Burdwood,2012,7
1.65,0.0666666666666667,Burdwood,2012,9
0.866666666666667,0.133333333333333,Burdwood,2012,10
1,0.0333333333333333,Burdwood,2012,11
1.70625,0.01875,Burdwood,2012,12
2.36585365853659,0.0894308943089431,Burdwood,2013,1
1.71666666666667,0.0833333333333333,Burdwood,2013,2
0.25,0.133333333333333,Burdwood,2013,6
0.333333333333333,0.0666666666666667,Burdwood,2013,7
0.358333333333333,0.0833333333333333,Burdwood,2013,8
2.225,0.2,Burdwood,2013,9
5.01666666666667,0.0583333333333333,Burdwood,2013,10
5.55,0.2375,Burdwood,2013,11
1.175,0.0166666666666667,Burdwood,2013,12
0.0666666666666667,0,Burdwood,2014,1
0.025,0,Burdwood,2014,2
0.0166666666666667,0,Burdwood,2014,3
0.0333333333333333,0.0583333333333333,Burdwood,2014,4
0.075,0.125,Burdwood,2014,5
0.1,0.075,Burdwood,2014,6
0.07,0.05,Burdwood,2014,7
0.208333333333333,0.0166666666666667,Burdwood,2014,8
0.116666666666667,0.741666666666667,Burdwood,2015,2
0.925,0.9875,Burdwood,2015,3
4.34285714285714,5.48095238095238,Burdwood,2015,4
1.3,0.283333333333333,Burdwood,2015,5
0.575,0.0916666666666667,Burdwood,2015,6
0.216666666666667,0.0916666666666667,Burdwood,2015,7
0.15,0,Burdwood,2015,8
0.366666666666667,0,Burdwood,2015,9
1.26666666666667,0.05,Burdwood,2015,10
2.54,0.26,Burdwood,2015,11
2.06111111111111,0.155555555555556,Burdwood,2015,12
0.891666666666667,2.5,Burdwood,2016,4
0.4625,3.90833333333333,Burdwood,2016,5
0.490721649484536,1.63092783505155,Burdwood,2016,6
0.445098039215686,0.558823529411765,Burdwood,2016,7
0.729896907216495,0.274226804123711,Burdwood,2016,8
1.39111111111111,0.226666666666667,Burdwood,2016,9
1.11818181818182,0.148484848484848,Burdwood,2016,10
0.816666666666667,0.0833333333333333,Burdwood,2016,11
1.85555555555556,0.588888888888889,Burdwood,2016,12
2.67333333333333,0.886666666666667,Burdwood,2017,1
0.944444444444444,0.211111111111111,Burdwood,2017,2
0.223809523809524,0.0476190476190476,Burdwood,2017,3
0.201680672268908,0.319327731092437,Burdwood,2017,4
0.17142857142857101,0.547619047619048,Burdwood,2017,5
0.361111111111111,0.261111111111111,Burdwood,2017,6
0.383333333333333,0.366666666666667,Burdwood,2017,7
0.166666666666667,0.00555555555555556,Burdwood,2017,8
0.177777777777778,0.0277777777777778,Burdwood,2017,9
0.694444444444444,0.15,Burdwood,2017,10
0.755555555555556,0.0555555555555556,Burdwood,2017,11
0.811111111111111,0.0111111111111111,Burdwood,2017,12
0.883333333333333,0.583333333333333,Burdwood,2018,4
0.111111111111111,0.177777777777778,Burdwood,2018,5
0.166666666666667,0.0888888888888889,Burdwood,2018,6
0.227777777777778,0.127777777777778,Burdwood,2018,7
0.172222222222222,0.0555555555555556,Burdwood,2018,8
0.611111111111111,0.138888888888889,Burdwood,2018,9
0.605555555555556,0.116666666666667,Burdwood,2018,10
0.466666666666667,0.0444444444444444,Burdwood,2018,11
0.761111111111111,0.361111111111111,Burdwood,2018,12
0.7,1.11666666666667,Burdwood,2019,1
0.994444444444444,1.67222222222222,Burdwood,2019,2
1.46666666666667,2.00416666666667,Burdwood,2019,3
0.6,0.241666666666667,Burdwood,2019,4
0.21481481481481501,0.0925925925925926,Burdwood,2019,5
0.166666666666667,0.377777777777778,Burdwood,2019,6
0.111111111111111,0.0833333333333333,Burdwood,2019,7
0.220833333333333,0.170833333333333,Burdwood,2019,8
0.495238095238095,0.395238095238095,Burdwood,2019,9
0.511111111111111,0.127777777777778,Burdwood,2019,10
0.711111111111111,0.0722222222222222,Burdwood,2019,11
0.563981042654028,0.042654028436019,Burdwood,2019,12
0.0833333333333333,0.0166666666666667,Cecil Island,2003,10
0.283333333333333,0.116666666666667,Cecil Island,2003,11
0.575,0.05,Cecil Island,2003,12
1.75,0.0166666666666667,Cecil Island,2004,1
1.36065573770492,0.147540983606557,Cecil Island,2004,2
2.03333333333333,0.216666666666667,Cecil Island,2004,3
12.975,0.0166666666666667,Cecil Island,2004,4
34.7619047619048,0.134920634920635,Cecil Island,2004,5
25.3174603174603,0.674603174603175,Cecil Island,2004,6
1.79365079365079,0,Cecil Island,2004,7
0.833333333333333,0.0476190476190476,Cecil Island,2004,8
1.3,0.7,Cecil Island,2005,1
1.11666666666667,0.416666666666667,Cecil Island,2005,2
0.783333333333333,0.616666666666667,Cecil Island,2005,3
1.25,1.81666666666667,Cecil Island,2005,4
1.01666666666667,0.116666666666667,Cecil Island,2005,5
1.21666666666667,0.233333333333333,Cecil Island,2005,6
1.2,0.0166666666666667,Cecil Island,2005,7
1.38333333333333,0.1,Cecil Island,2005,9
2.75,0,Cecil Island,2005,10
3.4,0.0833333333333333,Cecil Island,2005,11
6.1,0.1,Cecil Island,2005,12
8.83333333333333,0.616666666666667,Cecil Island,2006,1
6.61666666666667,0.266666666666667,Cecil Island,2006,2
0.816666666666667,0,Cecil Island,2006,3
0.633333333333333,0,Cecil Island,2006,4
0.15,0.0833333333333333,Cecil Island,2006,11
0.0666666666666667,0.183333333333333,Cecil Island,2006,12
1.85,0.0333333333333333,Cecil Island,2007,1
1.2,0.0166666666666667,Cecil Island,2007,2
0.683333333333333,0,Cecil Island,2007,3
0.9,0,Cecil Island,2007,4
0.466666666666667,0,Cecil Island,2007,5
0.1,0,Cecil Island,2007,6
0,0.0166666666666667,Cecil Island,2007,7
0,0,Cecil Island,2007,8
0,0,Cecil Island,2007,9
0,0,Cecil Island,2007,10
0.05,0,Cecil Island,2007,11
0.05,0,Cecil Island,2007,12
0.0666666666666667,0.4,Cecil Island,2008,1
0.366666666666667,0.116666666666667,Cecil Island,2008,2
0.516666666666667,0.15,Cecil Island,2008,3
0.216666666666667,0,Cecil Island,2008,4
0.65,0.0666666666666667,Cecil Island,2009,1
1.08333333333333,0.233333333333333,Cecil Island,2009,2
0.616666666666667,0.0333333333333333,Cecil Island,2009,3
0.05,0,Cecil Island,2009,4
0,0,Cecil Island,2009,5
0.0166666666666667,0.0166666666666667,Cecil Island,2009,6
0,0,Cecil Island,2009,7
0.133333333333333,0.2,Cecil Island,2010,1
0.05,0.075,Cecil Island,2010,2
0.0166666666666667,0.0666666666666667,Cecil Island,2010,3
0,0,Cecil Island,2010,4
0.05,0.116666666666667,Cecil Island,2010,5
0,0.0166666666666667,Cecil Island,2010,6
0,0.0166666666666667,Cecil Island,2010,7
0,0,Cecil Island,2010,8
0.0166666666666667,0,Cecil Island,2010,9
0.05,0.0333333333333333,Cecil Island,2010,10
0.291666666666667,0.116666666666667,Cecil Island,2011,5
0.53,0.04,Cecil Island,2011,6
0.25625,0,Cecil Island,2011,7
0.1875,0.0125,Cecil Island,2011,8
0.2,0,Cecil Island,2011,9
0.025,0.1,Cecil Island,2011,10
0.2,0,Cecil Island,2011,11
0.583333333333333,0.116666666666667,Cecil Island,2011,12
1.16666666666667,0.25,Cecil Island,2012,1
1.38333333333333,0.25,Cecil Island,2012,2
0.0166666666666667,0,Cecil Island,2012,3
1.47857142857143,0,Cecil Island,2012,4
1.33333333333333,0.0333333333333333,Cecil Island,2012,5
0.4625,0.0125,Cecil Island,2012,6
0.478571428571429,0,Cecil Island,2012,7
0,0.025,Cecil Island,2012,8
0.2625,0,Cecil Island,2012,9
0.0833333333333333,0,Cecil Island,2012,10
0.216666666666667,0,Cecil Island,2012,11
0.525,0,Cecil Island,2012,12
0.942857142857143,0,Cecil Island,2013,1
0.891666666666667,0,Cecil Island,2013,2
0.515267175572519,0.259541984732824,Cecil Island,2013,3
2.8,0,Cecil Island,2013,4
4.38611111111111,0.0222222222222222,Cecil Island,2013,5
0.516666666666667,0,Cecil Island,2013,6
0.1375,0,Cecil Island,2013,7
0.0875,0,Cecil Island,2013,8
0.425,0,Cecil Island,2013,9
0.725,0.075,Cecil Island,2013,10
0.29,0.04,Cecil Island,2013,11
0.9,1.85,Cecil Island,2013,12
1.83333333333333,2.6,Cecil Island,2014,1
1.53333333333333,0.183333333333333,Cecil Island,2014,2
0.1,0,Cecil Island,2014,3
1.14166666666667,0.283333333333333,Cecil Island,2014,4
1.2875,0.575,Cecil Island,2014,5
0.233333333333333,0.0666666666666667,Cecil Island,2014,6
0.2125,0.0375,Cecil Island,2014,7
0.333333333333333,0.133333333333333,Cecil Island,2014,8
3.05,0.1,Cecil Island,2014,9
1.075,0.1,Cecil Island,2014,10
2.04,0.06,Cecil Island,2014,11
2.4,0.55,Cecil Island,2014,12
4.325,0.9,Cecil Island,2015,1
3.6,0.216666666666667,Cecil Island,2015,2
6.6375,0.25,Cecil Island,2015,3
0.5,0.05,Cecil Island,2015,4
0.1,0,Cecil Island,2015,5
0.116666666666667,0,Cecil Island,2015,7
0.19,0.04,Cecil Island,2015,10
0,0,Cecil Island,2015,11
0.75,0.3875,Cecil Island,2015,12
0.9,0.29375,Cecil Island,2016,1
1.15,2.9625,Cecil Island,2016,2
0.966666666666667,1.83333333333333,Cecil Island,2016,3
0.0166666666666667,0.358333333333333,Cecil Island,2017,5
0.0111111111111111,0,Cecil Island,2017,6
0.0571428571428571,0.585714285714286,Cecil Island,2019,5
0,0,Cecil Island,2019,6
0.65,0.266666666666667,Cliff Bay,2003,12
0.166666666666667,0.116666666666667,Cliff Bay,2004,1
1.05,0.05,Cliff Bay,2004,2
0.941666666666667,0.208333333333333,Cliff Bay,2004,3
1.96666666666667,0.575,Cliff Bay,2004,4
3.81666666666667,0.433333333333333,Cliff Bay,2004,5
4.09166666666667,0.108333333333333,Cliff Bay,2004,6
4.8,0.233333333333333,Cliff Bay,2004,7
0.866666666666667,1.65,Cliff Bay,2005,1
2.86666666666667,1.7,Cliff Bay,2005,2
2.15,1.18333333333333,Cliff Bay,2005,3
2.85833333333333,1.59166666666667,Cliff Bay,2005,4
2.175,0.558333333333333,Cliff Bay,2005,5
0.266666666666667,0.0666666666666667,Cliff Bay,2005,6
0.075,0,Cliff Bay,2005,12
0.716666666666667,1.5,Cliff Bay,2006,1
1.96666666666667,0.166666666666667,Cliff Bay,2006,2
2.73333333333333,0.683333333333333,Cliff Bay,2006,3
2.2,0.733333333333333,Cliff Bay,2006,4
1.03333333333333,0,Cliff Bay,2006,5
0,0.133333333333333,Cliff Bay,2007,6
0,0,Cliff Bay,2007,7
0,0,Cliff Bay,2007,8
0.05,0,Cliff Bay,2007,9
0,0.0166666666666667,Cliff Bay,2007,10
0,0,Cliff Bay,2008,1
0.075,0.05,Cliff Bay,2008,3
0.333333333333333,0.433333333333333,Cliff Bay,2008,4
0.166666666666667,0.183333333333333,Cliff Bay,2008,11
0.05,1.25,Cliff Bay,2008,12
0.116666666666667,0.483333333333333,Cliff Bay,2009,1
0.233333333333333,0.4,Cliff Bay,2009,2
0.15,0,Cliff Bay,2009,3
0.0333333333333333,0.0666666666666667,Cliff Bay,2009,4
0,0.06,Cliff Bay,2009,11
0.716666666666667,0.0166666666666667,Cliff Bay,2009,12
0.0444444444444444,0.0333333333333333,Cliff Bay,2010,1
0.00714285714285714,0.0107142857142857,Cliff Bay,2010,2
0.085,0.065,Cliff Bay,2010,3
0.15,0.41875,Cliff Bay,2010,4
0.15,0.15,Cliff Bay,2010,5
0.0833333333333333,0.108333333333333,Cliff Bay,2013,4
0.216666666666667,0.0166666666666667,Cliff Bay,2015,3
0.491666666666667,0.75,Cliff Bay,2015,4
0.7,1.475,Cliff Bay,2015,5
0,0,Cypress Harbour,2003,11
1,0,Cypress Harbour,2003,12
0.975,0,Cypress Harbour,2004,1
5.425,3.75,Cypress Harbour,2004,2
4.59166666666667,3.14166666666667,Cypress Harbour,2004,3
1.25833333333333,0,Cypress Harbour,2004,4
0.55,0.025,Cypress Harbour,2004,5
1.06666666666667,0.158333333333333,Cypress Harbour,2004,6
1.48780487804878,0,Cypress Harbour,2004,7
2.6031746031746,0.119047619047619,Cypress Harbour,2004,8
3.38095238095238,0,Cypress Harbour,2004,9
1.21428571428571,0,Cypress Harbour,2004,10
0.25,0.05,Cypress Harbour,2004,11
0.333333333333333,0,Cypress Harbour,2004,12
0.3,0,Cypress Harbour,2005,1
0.35,0,Cypress Harbour,2005,2
0.2375,0,Cypress Harbour,2005,3
0.25,0,Cypress Harbour,2005,4
0.75,0,Cypress Harbour,2005,5
2.925,0.075,Cypress Harbour,2005,6
1.225,0,Cypress Harbour,2005,7
0.275,0,Cypress Harbour,2005,8
1.8,0,Cypress Harbour,2005,9
2.625,0,Cypress Harbour,2005,11
2.475,0,Cypress Harbour,2005,12
1.55,0,Cypress Harbour,2006,1
2.45,0.125,Cypress Harbour,2006,2
1.425,0.1,Cypress Harbour,2006,3
6.225,0.15,Cypress Harbour,2006,4
1.075,0,Cypress Harbour,2006,5
0.675,0,Cypress Harbour,2006,6
0,0,Cypress Harbour,2006,7
0.025,0.05,Cypress Harbour,2006,8
0.5,0.125,Cypress Harbour,2006,9
1.125,0,Cypress Harbour,2006,11
1.475,0,Cypress Harbour,2006,12
2.1,0,Cypress Harbour,2007,1
1.4,0,Cypress Harbour,2007,2
4.475,0.225,Cypress Harbour,2007,3
0.75,0,Cypress Harbour,2007,4
2.85,0,Cypress Harbour,2007,5
0.1,0,Cypress Harbour,2007,6
0,0,Cypress Harbour,2007,7
0,0,Cypress Harbour,2007,8
0.0333333333333333,0,Cypress Harbour,2007,9
0.0666666666666667,0,Cypress Harbour,2007,10
0.2,0.05,Cypress Harbour,2007,12
0.35,0,Cypress Harbour,2008,1
0.325,0.15,Cypress Harbour,2008,2
0,0,Cypress Harbour,2008,3
0.383333333333333,0,Cypress Harbour,2008,4
1,0,Cypress Harbour,2008,5
0.2,0,Cypress Harbour,2008,6
0.35,0,Cypress Harbour,2008,7
0.3,0,Cypress Harbour,2008,8
0.4,0,Cypress Harbour,2008,9
0.166666666666667,0,Cypress Harbour,2008,10
0.175,0,Cypress Harbour,2008,11
0.375,0,Cypress Harbour,2008,12
0.2,0,Cypress Harbour,2009,1
0.75,0.1,Cypress Harbour,2009,2
2.225,0,Cypress Harbour,2009,3
0.525,0.025,Cypress Harbour,2009,4
0.8,0.025,Cypress Harbour,2009,5
0,0,Cypress Harbour,2009,6
0.025,0,Cypress Harbour,2009,7
0.025,0,Cypress Harbour,2009,8
0,0,Cypress Harbour,2009,9
0.125,0,Cypress Harbour,2009,10
0.075,0,Cypress Harbour,2009,11
0.233333333333333,0.075,Cypress Harbour,2009,12
0.46,0.06,Cypress Harbour,2010,1
1.1,0.0625,Cypress Harbour,2010,2
0.04,0,Cypress Harbour,2010,3
0.01,0.06,Cypress Harbour,2010,4
0.0333333333333333,0.00833333333333333,Cypress Harbour,2010,5
0,0,Cypress Harbour,2010,6
0.0166666666666667,0,Cypress Harbour,2010,7
0.05,0,Cypress Harbour,2010,8
0.08,0,Cypress Harbour,2010,9
0.0416666666666667,0,Cypress Harbour,2010,10
0.05,0,Cypress Harbour,2010,11
0.1,0.95,Cypress Harbour,2010,12
0.466666666666667,0.025,Cypress Harbour,2011,1
0.4,0,Cypress Harbour,2011,2
0.475,0,Cypress Harbour,2011,3
0.8,0,Cypress Harbour,2011,4
0.466666666666667,0.0222222222222222,Cypress Harbour,2016,5
0.6,0.0444444444444444,Cypress Harbour,2016,6
0.25,0.05,Cypress Harbour,2016,7
0.144444444444444,0.0222222222222222,Cypress Harbour,2016,8
0.4,0,Cypress Harbour,2016,9
0.466666666666667,0,Cypress Harbour,2016,10
0.522222222222222,0,Cypress Harbour,2016,11
0.777777777777778,0.0333333333333333,Cypress Harbour,2016,12
2.47777777777778,0.2,Cypress Harbour,2017,1
1.75,0.0666666666666667,Cypress Harbour,2017,2
0.288888888888889,0.0111111111111111,Cypress Harbour,2017,3
0.108333333333333,0.0416666666666667,Cypress Harbour,2017,4
0.193333333333333,0.0733333333333333,Cypress Harbour,2017,5
0.116666666666667,0,Cypress Harbour,2017,6
0,0.0169491525423729,Cypress Harbour,2017,7
0.0416666666666667,0.00833333333333333,Cypress Harbour,2017,8
0.1,0,Cypress Harbour,2017,9
0.0333333333333333,0,Cypress Harbour,2017,10
0,0,Cypress Harbour,2017,11
0.233333333333333,0,Cypress Harbour,2017,12
0.5,0.133333333333333,Cypress Harbour,2018,1
0.306666666666667,0.146666666666667,Cypress Harbour,2018,2
0.333333333333333,0.0666666666666667,Cypress Harbour,2018,3
0.12,0.333333333333333,Cypress Harbour,2018,4
2.03333333333333,0.0166666666666667,Cypress Harbour,2018,5
0.527777777777778,0,Cypress Harbour,2018,6
0.216666666666667,0,Cypress Harbour,2018,7
0.246666666666667,0.04,Cypress Harbour,2018,8
0.24,0,Cypress Harbour,2018,9
0.404761904761905,0.00952380952380952,Cypress Harbour,2018,10
0.544444444444444,0.0166666666666667,Cypress Harbour,2018,11
0.255555555555556,0.0222222222222222,Cypress Harbour,2018,12
0.388888888888889,0.638888888888889,Cypress Harbour,2019,1
0.577777777777778,0.0333333333333333,Cypress Harbour,2019,2
0.75,1.52777777777778,Cypress Harbour,2019,3
0.766666666666667,0.358333333333333,Cypress Harbour,2019,4
2.525,0.025,Cypress Harbour,2019,5
0.494444444444444,0,Cypress Harbour,2019,6
0.333333333333333,0,Cypress Harbour,2019,7
0.466666666666667,0.00666666666666667,Cypress Harbour,2019,8
0.345833333333333,0.025,Cypress Harbour,2019,9
0.179166666666667,0,Cypress Harbour,2019,10
0.266666666666667,0.0333333333333333,Cypress Harbour,2019,11
0.638888888888889,0.0944444444444444,Cypress Harbour,2019,12
1.3,0.116666666666667,Doctor Islets,2004,5
4.06666666666667,0.0333333333333333,Doctor Islets,2004,6
0,0,Doctor Islets,2004,7
0.0333333333333333,0,Doctor Islets,2004,8
0,0,Doctor Islets,2004,9
0.0333333333333333,0,Doctor Islets,2004,10
0.3,0.233333333333333,Doctor Islets,2004,11
1.8,0.65,Doctor Islets,2004,12
2.1,0.7,Doctor Islets,2005,1
2.1,0.45,Doctor Islets,2005,2
0.05,0.0333333333333333,Doctor Islets,2005,4
0.366666666666667,0.233333333333333,Doctor Islets,2005,5
0.25,0.0666666666666667,Doctor Islets,2005,6
0.25,0.0666666666666667,Doctor Islets,2005,7
0.6,0,Doctor Islets,2005,8
0.2,0,Doctor Islets,2005,9
2.15,0.483333333333333,Doctor Islets,2005,10
3.95,0.383333333333333,Doctor Islets,2005,11
1.8,0,Doctor Islets,2006,1
0.216666666666667,0,Doctor Islets,2006,9
0.616666666666667,0.0833333333333333,Doctor Islets,2006,10
1.25,0.183333333333333,Doctor Islets,2006,11
2.38333333333333,0.233333333333333,Doctor Islets,2006,12
1.45,0.183333333333333,Doctor Islets,2007,1
1.31666666666667,0.283333333333333,Doctor Islets,2007,2
0.383333333333333,0.0166666666666667,Doctor Islets,2007,3
0.0166666666666667,0.0666666666666667,Doctor Islets,2007,4
0.0166666666666667,0.0166666666666667,Doctor Islets,2007,5
0.05,0.0333333333333333,Doctor Islets,2007,6
0.216666666666667,0,Doctor Islets,2007,7
0.116666666666667,0.05,Doctor Islets,2007,8
0.0666666666666667,0,Doctor Islets,2007,9
0.483333333333333,0,Doctor Islets,2007,10
0.15,0.0333333333333333,Doctor Islets,2007,11
0.766666666666667,0.316666666666667,Doctor Islets,2007,12
0.0833333333333333,0,Doctor Islets,2008,9
0.8,0,Doctor Islets,2008,10
0.95,0.116666666666667,Doctor Islets,2008,11
0.533333333333333,0.833333333333333,Doctor Islets,2008,12
0.816666666666667,0.133333333333333,Doctor Islets,2009,1
0.2,0.0166666666666667,Doctor Islets,2009,2
0.0833333333333333,0.0333333333333333,Doctor Islets,2009,3
0.0333333333333333,0,Doctor Islets,2009,4
0.1,0,Doctor Islets,2009,5
0.05,0.0166666666666667,Doctor Islets,2009,6
0,0,Doctor Islets,2009,7
0,0,Doctor Islets,2009,8
0.0333333333333333,0,Doctor Islets,2009,9
0.166666666666667,0,Doctor Islets,2009,10
1.53333333333333,0,Doctor Islets,2009,11
0.45,0.533333333333333,Doctor Islets,2010,5
0.316666666666667,0.0666666666666667,Doctor Islets,2010,6
0.366666666666667,0.0166666666666667,Doctor Islets,2010,7
0.266666666666667,0,Doctor Islets,2010,8
0.166666666666667,0,Doctor Islets,2010,9
0.116666666666667,0,Doctor Islets,2010,10
0.25,0,Doctor Islets,2010,11
0.383333333333333,0,Doctor Islets,2010,12
0.0666666666666667,0.0166666666666667,Doctor Islets,2011,1
0.05,0.0166666666666667,Doctor Islets,2011,2
0,0,Doctor Islets,2011,3
0.01,0.015,Doctor Islets,2011,4
0.266666666666667,0.208333333333333,Doctor Islets,2011,5
0.65,0.133333333333333,Doctor Islets,2011,6
0.05,0.0166666666666667,Doctor Islets,2011,7
0.15,0,Doctor Islets,2011,8
0.0833333333333333,0,Doctor Islets,2011,9
0.316666666666667,0,Doctor Islets,2011,10
0.13,0.08,Doctor Islets,2011,11
1.53333333333333,0,Doctor Islets,2011,12
0.0916666666666667,0.108333333333333,Doctor Islets,2012,5
0.133333333333333,0,Doctor Islets,2012,7
0.0166666666666667,0,Doctor Islets,2012,8
0.0466666666666667,0,Doctor Islets,2012,9
0,0,Doctor Islets,2012,10
0.35,0,Doctor Islets,2012,11
