esc,river,year,area,exp,R,S,survival,log_survival,even_odd,pop,population_name
36779,LULL CREEK,2013,12,0.0636890079040288,39280.75213307992,25653,1.5312342467968627,0.42607410745184976,odd,43,lull_creek_odd
4420,AHNUHATI RIVER,2013,12,0.0636890079040288,4720.6537542677415,4106,1.1496964817992552,0.13949797866959207,odd,45,ahnuhati_river_odd
3006,KINGCOME RIVER,2013,12,0.0636890079040288,3210.4717613866133,405,7.927090768855836,2.070286104383108,odd,47,kingcome_river_odd
2512,VINER SOUND CREEK,2014,12,0.0873794860576874,2752.513187709021,4587,0.6000682772419929,-0.510711834836875,even,34,viner_sound_creek_even
68871,AHTA RIVER,2014,12,0.0873794860576874,75465.10181158758,19892,3.793741293564628,1.3333526808812595,even,36,ahta_river_even
334021,GLENDALE CREEK,2014,12,0.0873794860576874,366002.073038119,165726,2.208477082884514,0.7923031752220286,even,38,glendale_creek_even
14193,WAKEMAN RIVER,2014,12,0.0873794860576874,15551.918659695119,582,26.721509724562058,3.2854688487400274,even,40,wakeman_river_even
733637,KAKWEIKEN RIVER,2014,12,0.0873794860576874,803879.5849885681,154535,5.20192568019263,1.6490288801486686,even,42,kakweiken_river_even
36580,LULL CREEK,2014,12,0.0873794860576874,40082.37755031688,4663,8.59583477381876,2.1512777573087436,even,44,lull_creek_even
23033,AHNUHATI RIVER,2014,12,0.0873794860576874,25238.310610072407,5433,4.645372834543053,1.5358716348235901,even,46,ahnuhati_river_even
2711,KINGCOME RIVER,2014,12,0.0873794860576874,2970.5665811620847,710,4.183896593186035,1.4312430116355122,even,48,kingcome_river_even
189,VINER SOUND CREEK,2015,12,0.0185299939956513,192.56828924343367,2288,0.08416446208192031,-2.4749825123639724,odd,33,viner_sound_creek_odd
15679,AHTA RIVER,2015,12,0.0185299939956513,15975.01696850686,22061,0.7241293218125588,-0.32278528125923883,odd,35,ahta_river_odd
1928,LULL CREEK,2015,12,0.0185299939956513,1964.4003262504766,36779,0.05341092270726438,-2.9297400088526233,odd,43,lull_creek_odd
46,VINER SOUND CREEK,2016,12,0.00500424244205244,46.231352898327316,2512,0.018404200994557054,-3.9951763255055033,even,34,viner_sound_creek_even
1064,AHTA RIVER,2016,12,0.00500424244205244,1069.3512931265275,68871,0.015526873330233735,-4.1651829930486,even,36,ahta_river_even
500,LULL CREEK,2016,12,0.00500424244205244,502.51470541660126,36580,0.013737416769179915,-4.287632017929174,even,44,lull_creek_even
